"country","iso3","subregion","date","classification","new_cases","cases"
"Antigua and Barbuda","ATG","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Bonare, Sint Eustatius and Saba","BES","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Bonare, Sint Eustatius and Saba","BES","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Bonare, Sint Eustatius and Saba","BES","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Bahamas","BHS","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Bahamas","BHS","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Bahamas","BHS","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Saint Barthélemy","BLM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Saint Barthélemy","BLM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Saint Barthélemy","BLM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Belize","BLZ","Central America",2022-01-17,"Confirmed",0,0
"Belize","BLZ","Central America",2022-01-17,"Deaths",0,0
"Belize","BLZ","Central America",2022-01-17,"Suspected",0,0
"Bermuda","BMU","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Bermuda","BMU","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Bermuda","BMU","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Bolivia","BOL","South America",2022-01-17,"Confirmed",0,0
"Bolivia","BOL","South America",2022-01-17,"Deaths",0,0
"Bolivia","BOL","South America",2022-01-17,"Suspected",0,0
"Brazil","BRA","South America",2022-01-17,"Confirmed",0,0
"Brazil","BRA","South America",2022-01-17,"Deaths",0,0
"Brazil","BRA","South America",2022-01-17,"Suspected",0,0
"Barbados","BRB","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Barbados","BRB","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Barbados","BRB","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Canada","CAN","North America",2022-01-17,"Confirmed",0,0
"Canada","CAN","North America",2022-01-17,"Deaths",0,0
"Canada","CAN","North America",2022-01-17,"Suspected",0,0
"Chile","CHL","South America",2022-01-17,"Confirmed",0,0
"Chile","CHL","South America",2022-01-17,"Deaths",0,0
"Chile","CHL","South America",2022-01-17,"Suspected",0,0
"Colombia","COL","South America",2022-01-17,"Confirmed",0,0
"Colombia","COL","South America",2022-01-17,"Deaths",0,0
"Colombia","COL","South America",2022-01-17,"Suspected",0,0
"Costa Rica","CRI","Central America",2022-01-17,"Confirmed",0,0
"Costa Rica","CRI","Central America",2022-01-17,"Deaths",0,0
"Costa Rica","CRI","Central America",2022-01-17,"Suspected",0,0
"Cuba","CUB","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Cuba","CUB","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Cuba","CUB","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Curacao","CUW","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Curacao","CUW","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Curacao","CUW","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Cayman Islands","CYM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Cayman Islands","CYM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Cayman Islands","CYM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Dominica","DMA","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Dominica","DMA","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Dominica","DMA","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Dominican Republic","DOM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Dominican Republic","DOM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Dominican Republic","DOM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Ecuador","ECU","South America",2022-01-17,"Confirmed",0,0
"Ecuador","ECU","South America",2022-01-17,"Deaths",0,0
"Ecuador","ECU","South America",2022-01-17,"Suspected",0,0
"Falkland Islands","FLK","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Falkland Islands","FLK","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Falkland Islands","FLK","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Guadeloupe","GLP","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Guadeloupe","GLP","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Guadeloupe","GLP","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Grenada","GRD","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Grenada","GRD","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Grenada","GRD","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Guatemala","GTM","Central America",2022-01-17,"Confirmed",0,0
"Guatemala","GTM","Central America",2022-01-17,"Deaths",0,0
"Guatemala","GTM","Central America",2022-01-17,"Suspected",0,0
"French Guiana","GUF","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"French Guiana","GUF","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"French Guiana","GUF","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Guyana","GUY","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Guyana","GUY","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Guyana","GUY","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Honduras","HND","Central America",2022-01-17,"Confirmed",0,0
"Honduras","HND","Central America",2022-01-17,"Deaths",0,0
"Honduras","HND","Central America",2022-01-17,"Suspected",0,0
"Haiti","HTI","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Haiti","HTI","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Haiti","HTI","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Jamaica","JAM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Jamaica","JAM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Jamaica","JAM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Saint Kitts and Nevis","KNA","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Saint Kitts and Nevis","KNA","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Saint Kitts and Nevis","KNA","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Saint Lucia","LCA","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Saint Lucia","LCA","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Saint Lucia","LCA","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Saint Martin","MAF","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Saint Martin","MAF","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Saint Martin","MAF","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Mexico","MEX","North America",2022-01-17,"Confirmed",0,0
"Mexico","MEX","North America",2022-01-17,"Deaths",0,0
"Mexico","MEX","North America",2022-01-17,"Suspected",0,0
"Montserrat","MSR","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Montserrat","MSR","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Montserrat","MSR","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Martinique","MTQ","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Martinique","MTQ","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Martinique","MTQ","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Nicaragua","NIC","Central America",2022-01-17,"Confirmed",0,0
"Nicaragua","NIC","Central America",2022-01-17,"Deaths",0,0
"Nicaragua","NIC","Central America",2022-01-17,"Suspected",0,0
"Panama","PAN","Central America",2022-01-17,"Confirmed",0,0
"Panama","PAN","Central America",2022-01-17,"Deaths",0,0
"Panama","PAN","Central America",2022-01-17,"Suspected",0,0
"Peru","PER","South America",2022-01-17,"Confirmed",0,0
"Peru","PER","South America",2022-01-17,"Deaths",0,0
"Peru","PER","South America",2022-01-17,"Suspected",0,0
"Paraguay","PRY","South America",2022-01-17,"Confirmed",0,0
"Paraguay","PRY","South America",2022-01-17,"Deaths",0,0
"Paraguay","PRY","South America",2022-01-17,"Suspected",0,0
"El Salvador","SLV","Central America",2022-01-17,"Confirmed",0,0
"El Salvador","SLV","Central America",2022-01-17,"Deaths",0,0
"El Salvador","SLV","Central America",2022-01-17,"Suspected",0,0
"Saint Pierre et Miquelon","SPM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Saint Pierre et Miquelon","SPM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Saint Pierre et Miquelon","SPM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Suriname","SUR","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Suriname","SUR","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Suriname","SUR","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Sint Maarten","SXM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Sint Maarten","SXM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Sint Maarten","SXM","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Turks and Caicos","TCA","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Turks and Caicos","TCA","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Turks and Caicos","TCA","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Trinidad and Tobago","TTO","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Trinidad and Tobago","TTO","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Trinidad and Tobago","TTO","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Uruguay","URY","South America",2022-01-17,"Confirmed",0,0
"Uruguay","URY","South America",2022-01-17,"Deaths",0,0
"Uruguay","URY","South America",2022-01-17,"Suspected",0,0
"United States of America (the)","USA","North America",2022-01-17,"Confirmed",0,0
"United States of America (the)","USA","North America",2022-01-17,"Deaths",0,0
"United States of America (the)","USA","North America",2022-01-17,"Suspected",0,0
"St Vincent and the Grenadines","VCT","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"St Vincent and the Grenadines","VCT","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"St Vincent and the Grenadines","VCT","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Venezuela","VEN","South America",2022-01-17,"Confirmed",0,0
"Venezuela","VEN","South America",2022-01-17,"Deaths",0,0
"Venezuela","VEN","South America",2022-01-17,"Suspected",0,0
"British Virgin Islands","VGB","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"British Virgin Islands","VGB","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"British Virgin Islands","VGB","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Virgin Islands (US)","VIR","Caribbean and Atlantic Ocean Islands",2022-01-17,"Confirmed",0,0
"Virgin Islands (US)","VIR","Caribbean and Atlantic Ocean Islands",2022-01-17,"Deaths",0,0
"Virgin Islands (US)","VIR","Caribbean and Atlantic Ocean Islands",2022-01-17,"Suspected",0,0
"Aruba","ABW","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Aruba","ABW","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Aruba","ABW","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Anguilla","AIA","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Anguilla","AIA","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Anguilla","AIA","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Argentina","ARG","South America",2022-01-24,"Confirmed",0,0
"Argentina","ARG","South America",2022-01-24,"Deaths",0,0
"Argentina","ARG","South America",2022-01-24,"Suspected",0,0
"Antigua and Barbuda","ATG","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Antigua and Barbuda","ATG","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Antigua and Barbuda","ATG","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Bonare, Sint Eustatius and Saba","BES","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Bonare, Sint Eustatius and Saba","BES","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Bonare, Sint Eustatius and Saba","BES","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Bahamas","BHS","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Bahamas","BHS","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Bahamas","BHS","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Saint Barthélemy","BLM","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Saint Barthélemy","BLM","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Saint Barthélemy","BLM","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Belize","BLZ","Central America",2022-01-24,"Confirmed",0,0
"Belize","BLZ","Central America",2022-01-24,"Deaths",0,0
"Belize","BLZ","Central America",2022-01-24,"Suspected",0,0
"Bermuda","BMU","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Bermuda","BMU","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Bermuda","BMU","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Bolivia","BOL","South America",2022-01-24,"Confirmed",0,0
"Bolivia","BOL","South America",2022-01-24,"Deaths",0,0
"Bolivia","BOL","South America",2022-01-24,"Suspected",0,0
"Brazil","BRA","South America",2022-01-24,"Confirmed",0,0
"Brazil","BRA","South America",2022-01-24,"Deaths",0,0
"Brazil","BRA","South America",2022-01-24,"Suspected",0,0
"Barbados","BRB","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Barbados","BRB","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Barbados","BRB","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Canada","CAN","North America",2022-01-24,"Confirmed",0,0
"Canada","CAN","North America",2022-01-24,"Deaths",0,0
"Canada","CAN","North America",2022-01-24,"Suspected",0,0
"Chile","CHL","South America",2022-01-24,"Confirmed",0,0
"Chile","CHL","South America",2022-01-24,"Deaths",0,0
"Chile","CHL","South America",2022-01-24,"Suspected",0,0
"Colombia","COL","South America",2022-01-24,"Confirmed",0,0
"Colombia","COL","South America",2022-01-24,"Deaths",0,0
"Colombia","COL","South America",2022-01-24,"Suspected",0,0
"Costa Rica","CRI","Central America",2022-01-24,"Confirmed",0,0
"Costa Rica","CRI","Central America",2022-01-24,"Deaths",0,0
"Costa Rica","CRI","Central America",2022-01-24,"Suspected",0,0
"Cuba","CUB","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Cuba","CUB","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Cuba","CUB","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Curacao","CUW","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Curacao","CUW","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Curacao","CUW","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Cayman Islands","CYM","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Cayman Islands","CYM","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Cayman Islands","CYM","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Dominica","DMA","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Dominica","DMA","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Dominica","DMA","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Dominican Republic","DOM","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Dominican Republic","DOM","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Dominican Republic","DOM","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Ecuador","ECU","South America",2022-01-24,"Confirmed",0,0
"Ecuador","ECU","South America",2022-01-24,"Deaths",0,0
"Ecuador","ECU","South America",2022-01-24,"Suspected",0,0
"Falkland Islands","FLK","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Falkland Islands","FLK","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Falkland Islands","FLK","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Guadeloupe","GLP","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Guadeloupe","GLP","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Guadeloupe","GLP","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Grenada","GRD","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Grenada","GRD","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Grenada","GRD","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Guatemala","GTM","Central America",2022-01-24,"Confirmed",0,0
"Guatemala","GTM","Central America",2022-01-24,"Deaths",0,0
"Guatemala","GTM","Central America",2022-01-24,"Suspected",0,0
"French Guiana","GUF","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"French Guiana","GUF","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"French Guiana","GUF","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Guyana","GUY","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Guyana","GUY","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Guyana","GUY","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Honduras","HND","Central America",2022-01-24,"Confirmed",0,0
"Honduras","HND","Central America",2022-01-24,"Deaths",0,0
"Honduras","HND","Central America",2022-01-24,"Suspected",0,0
"Haiti","HTI","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Haiti","HTI","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Haiti","HTI","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Jamaica","JAM","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Jamaica","JAM","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Jamaica","JAM","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Saint Kitts and Nevis","KNA","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Saint Kitts and Nevis","KNA","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Saint Kitts and Nevis","KNA","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Saint Lucia","LCA","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Saint Lucia","LCA","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Saint Lucia","LCA","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Saint Martin","MAF","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Saint Martin","MAF","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Saint Martin","MAF","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
"Mexico","MEX","North America",2022-01-24,"Confirmed",0,0
"Mexico","MEX","North America",2022-01-24,"Deaths",0,0
"Mexico","MEX","North America",2022-01-24,"Suspected",0,0
"Montserrat","MSR","Caribbean and Atlantic Ocean Islands",2022-01-24,"Confirmed",0,0
"Montserrat","MSR","Caribbean and Atlantic Ocean Islands",2022-01-24,"Deaths",0,0
"Montserrat","MSR","Caribbean and Atlantic Ocean Islands",2022-01-24,"Suspected",0,0
